# laurelia

img=town.png

# background 27w x 26h
# objects    20w x 16h
# buildings  21w x 24h

tile=16,0,0,32,32,32,16
tile=17,32,0,32,32,32,16
tile=18,64,0,32,32,32,16
tile=19,96,0,32,32,32,16
tile=20,128,0,32,32,32,16
tile=21,160,0,32,32,32,16
tile=22,192,0,32,32,32,16
tile=23,224,0,32,32,32,16
tile=24,256,0,32,32,32,16
tile=25,288,0,32,32,32,16
tile=26,320,0,32,32,32,16
tile=27,352,0,32,32,32,16
tile=28,384,0,32,32,32,16
tile=29,416,0,32,32,32,16
tile=30,448,0,32,32,32,16
tile=31,480,0,32,32,32,16
tile=32,512,0,32,32,32,16
tile=33,544,0,32,32,32,16
tile=34,576,0,32,32,32,16
tile=35,608,0,32,32,32,16
tile=36,640,0,32,32,32,16
tile=37,672,0,32,32,32,16
tile=38,704,0,32,32,32,16
tile=39,736,0,32,32,32,16
tile=40,768,0,32,32,32,16
tile=41,800,0,32,32,32,16
tile=43,0,32,32,32,32,16
tile=44,32,32,32,32,32,16
tile=45,64,32,32,32,32,16
tile=46,96,32,32,32,32,16
tile=47,128,32,32,32,32,16
tile=48,160,32,32,32,32,16
tile=49,192,32,32,32,32,16
tile=50,224,32,32,32,32,16
tile=51,256,32,32,32,32,16
tile=52,288,32,32,32,32,16
tile=53,320,32,32,32,32,16
tile=54,352,32,32,32,32,16
tile=55,384,32,32,32,32,16
tile=56,416,32,32,32,32,16
tile=57,448,32,32,32,32,16
tile=58,480,32,32,32,32,16
tile=59,512,32,32,32,32,16
tile=60,544,32,32,32,32,16
tile=61,576,32,32,32,32,16
tile=62,608,32,32,32,32,16
tile=63,640,32,32,32,32,16
tile=64,672,32,32,32,32,16
tile=65,704,32,32,32,32,16
tile=66,736,32,32,32,32,16
tile=67,768,32,32,32,32,16
tile=68,800,32,32,32,32,16
tile=70,0,64,32,32,32,16
tile=71,32,64,32,32,32,16
tile=72,64,64,32,32,32,16
tile=73,96,64,32,32,32,16
tile=74,128,64,32,32,32,16
tile=75,160,64,32,32,32,16
tile=76,192,64,32,32,32,16
tile=77,224,64,32,32,32,16
tile=78,256,64,32,32,32,16
tile=79,288,64,32,32,32,16
tile=80,320,64,32,32,32,16
tile=81,352,64,32,32,32,16
tile=82,384,64,32,32,32,16
tile=83,416,64,32,32,32,16
tile=84,448,64,32,32,32,16
tile=85,480,64,32,32,32,16
tile=86,512,64,32,32,32,16
tile=87,544,64,32,32,32,16
tile=88,576,64,32,32,32,16
tile=89,608,64,32,32,32,16
tile=90,640,64,32,32,32,16
tile=91,672,64,32,32,32,16
tile=92,704,64,32,32,32,16
tile=93,736,64,32,32,32,16
tile=94,768,64,32,32,32,16
tile=95,800,64,32,32,32,16
tile=97,0,96,32,32,32,16
tile=98,32,96,32,32,32,16
tile=99,64,96,32,32,32,16
tile=100,96,96,32,32,32,16
tile=101,128,96,32,32,32,16
tile=102,160,96,32,32,32,16
tile=103,192,96,32,32,32,16
tile=104,224,96,32,32,32,16
tile=105,256,96,32,32,32,16
tile=106,288,96,32,32,32,16
tile=107,320,96,32,32,32,16
tile=108,352,96,32,32,32,16
tile=109,384,96,32,32,32,16
tile=110,416,96,32,32,32,16
tile=111,448,96,32,32,32,16
tile=112,480,96,32,32,32,16
tile=113,512,96,32,32,32,16
tile=114,544,96,32,32,32,16
tile=115,576,96,32,32,32,16
tile=116,608,96,32,32,32,16
tile=117,640,96,32,32,32,16
tile=118,672,96,32,32,32,16
tile=119,704,96,32,32,32,16
tile=120,736,96,32,32,32,16
tile=121,768,96,32,32,32,16
tile=122,800,96,32,32,32,16
tile=124,0,128,32,32,32,16
tile=125,32,128,32,32,32,16
tile=126,64,128,32,32,32,16
tile=127,96,128,32,32,32,16
tile=128,128,128,32,32,32,16
tile=129,160,128,32,32,32,16
tile=130,192,128,32,32,32,16
tile=131,224,128,32,32,32,16
tile=132,256,128,32,32,32,16
tile=133,288,128,32,32,32,16
tile=134,320,128,32,32,32,16
tile=135,352,128,32,32,32,16
tile=136,384,128,32,32,32,16
tile=137,416,128,32,32,32,16
tile=138,448,128,32,32,32,16
tile=139,480,128,32,32,32,16
tile=140,512,128,32,32,32,16
tile=141,544,128,32,32,32,16
tile=142,576,128,32,32,32,16
tile=143,608,128,32,32,32,16
tile=144,640,128,32,32,32,16
tile=145,672,128,32,32,32,16
tile=146,704,128,32,32,32,16
tile=147,736,128,32,32,32,16
tile=148,768,128,32,32,32,16
tile=149,800,128,32,32,32,16
tile=151,0,160,32,32,32,16
tile=152,32,160,32,32,32,16
tile=153,64,160,32,32,32,16
tile=154,96,160,32,32,32,16
tile=155,128,160,32,32,32,16
tile=156,160,160,32,32,32,16
tile=157,192,160,32,32,32,16
tile=158,224,160,32,32,32,16
tile=159,256,160,32,32,32,16
tile=160,288,160,32,32,32,16
tile=161,320,160,32,32,32,16
tile=162,352,160,32,32,32,16
tile=163,384,160,32,32,32,16
tile=164,416,160,32,32,32,16
tile=165,448,160,32,32,32,16
tile=166,480,160,32,32,32,16
tile=167,512,160,32,32,32,16
tile=168,544,160,32,32,32,16
tile=169,576,160,32,32,32,16
tile=170,608,160,32,32,32,16
tile=171,640,160,32,32,32,16
tile=172,672,160,32,32,32,16
tile=173,704,160,32,32,32,16
tile=174,736,160,32,32,32,16
tile=175,768,160,32,32,32,16
tile=176,800,160,32,32,32,16
tile=178,0,192,32,32,32,16
tile=179,32,192,32,32,32,16
tile=180,64,192,32,32,32,16
tile=181,96,192,32,32,32,16
tile=182,128,192,32,32,32,16
tile=183,160,192,32,32,32,16
tile=184,192,192,32,32,32,16
tile=185,224,192,32,32,32,16
