# liberated pixel cup test

img=lpc.png
#transparency=255,0,255

# background
tile=16,0,0,32,32,32,16
tile=17,32,0,32,32,32,16
tile=18,64,0,32,32,32,16
tile=19,96,0,32,32,32,16
tile=20,128,0,32,32,32,16
tile=21,160,0,32,32,32,16
tile=22,192,0,32,32,32,16
tile=23,224,0,32,32,32,16

tile=25,0,32,32,32,32,16
tile=26,32,32,32,32,32,16
tile=27,64,32,32,32,32,16
tile=28,96,32,32,32,32,16
tile=29,128,32,32,32,32,16
tile=30,160,32,32,32,32,16
tile=31,192,32,32,32,32,16
tile=32,224,32,32,32,32,16

tile=34,0,64,32,32,32,16
tile=35,32,64,32,32,32,16
tile=36,64,64,32,32,32,16
tile=37,96,64,32,32,32,16
tile=38,128,64,32,32,32,16
tile=39,160,64,32,32,32,16
tile=40,192,64,32,32,32,16
tile=41,224,64,32,32,32,16

tile=43,0,96,32,32,32,16
tile=44,32,96,32,32,32,16
tile=45,64,96,32,32,32,16
tile=46,96,96,32,32,32,16
tile=47,128,96,32,32,32,16
tile=48,160,96,32,32,32,16

tile=52,0,128,32,32,32,16
tile=53,32,128,32,32,32,16
tile=54,64,128,32,32,32,16
tile=55,96,128,32,32,32,16
tile=56,128,128,32,32,32,16
tile=57,160,128,32,32,32,16

tile=61,0,160,32,32,32,16
tile=62,32,160,32,32,32,16
tile=63,64,160,32,32,32,16
tile=64,96,160,32,32,32,16
tile=65,128,160,32,32,32,16
tile=66,160,160,32,32,32,16
tile=67,192,160,32,32,32,16
tile=68,224,160,32,32,32,16
tile=69,256,160,32,32,32,16

tile=70,0,192,32,128,32,112
tile=71,32,192,32,128,32,112
tile=72,64,192,32,128,32,112
tile=73,96,192,32,128,32,112
tile=74,128,192,32,128,32,112
tile=75,160,192,32,128,32,112

tile=78,0,320,32,128,32,112
tile=79,32,320,32,128,32,112
tile=80,64,320,32,128,32,112
tile=81,96,320,32,128,32,112
tile=82,128,320,32,128,32,112
tile=83,160,320,32,128,32,112

tile=86,0,448,32,128,32,112
tile=87,32,448,32,128,32,112
tile=88,64,448,32,128,32,112
tile=89,96,448,32,128,32,112
tile=90,128,448,32,128,32,112
tile=91,160,448,32,128,32,112
tile=92,192,448,32,128,32,112
tile=93,224,448,32,128,32,112

tile=94,0,576,32,128,32,112
tile=95,32,576,32,128,32,112
tile=96,64,576,32,128,32,112
tile=97,96,576,32,128,32,112
tile=98,128,576,32,128,32,112
tile=99,160,576,32,128,32,112
tile=100,192,576,32,128,32,112
tile=101,224,576,32,128,32,112

tile=102,0,704,32,128,32,112
tile=103,32,704,32,128,32,112
tile=104,64,704,32,128,32,112
tile=105,96,704,32,128,32,112
tile=106,128,704,32,128,32,112
tile=107,160,704,32,128,32,112






