# outside

img=images/tilesets/outside.png

# background 27w x 26h
# objects    20w x 16h
# buildings  21w x 24h

tile=16,0,0,32,32,16,16
tile=17,32,0,32,32,16,16
tile=18,64,0,32,32,16,16
tile=19,96,0,32,32,16,16
tile=20,128,0,32,32,16,16
tile=21,160,0,32,32,16,16
tile=22,192,0,32,32,16,16
tile=23,224,0,32,32,16,16
tile=24,256,0,32,32,16,16
tile=25,288,0,32,32,16,16
tile=26,320,0,32,32,16,16
tile=27,352,0,32,32,16,16
tile=28,384,0,32,32,16,16
tile=29,416,0,32,32,16,16
tile=30,448,0,32,32,16,16
tile=31,480,0,32,32,16,16
tile=32,512,0,32,32,16,16
tile=33,544,0,32,32,16,16
tile=34,576,0,32,32,16,16
tile=35,608,0,32,32,16,16
tile=36,640,0,32,32,16,16
tile=37,672,0,32,32,16,16
tile=38,704,0,32,32,16,16
tile=39,736,0,32,32,16,16
tile=40,768,0,32,32,16,16
tile=41,800,0,32,32,16,16
tile=43,0,32,32,32,16,16
tile=44,32,32,32,32,16,16
tile=45,64,32,32,32,16,16
tile=46,96,32,32,32,16,16
tile=47,128,32,32,32,16,16
tile=48,160,32,32,32,16,16
tile=49,192,32,32,32,16,16
tile=50,224,32,32,32,16,16
tile=51,256,32,32,32,16,16
tile=52,288,32,32,32,16,16
tile=53,320,32,32,32,16,16
tile=54,352,32,32,32,16,16
tile=55,384,32,32,32,16,16
tile=56,416,32,32,32,16,16
tile=57,448,32,32,32,16,16
tile=58,480,32,32,32,16,16
tile=59,512,32,32,32,16,16
tile=60,544,32,32,32,16,16
tile=61,576,32,32,32,16,16
tile=62,608,32,32,32,16,16
tile=63,640,32,32,32,16,16
tile=64,672,32,32,32,16,16
tile=65,704,32,32,32,16,16
tile=66,736,32,32,32,16,16
tile=67,768,32,32,32,16,16
tile=68,800,32,32,32,16,16
tile=69,832,32,32,32,16,16
tile=70,0,64,32,32,16,16
tile=71,32,64,32,32,16,16
tile=72,64,64,32,32,16,16
tile=73,96,64,32,32,16,16
tile=74,128,64,32,32,16,16
tile=75,160,64,32,32,16,16
tile=76,192,64,32,32,16,16
tile=77,224,64,32,32,16,16
tile=78,256,64,32,32,16,16
tile=79,288,64,32,32,16,16
tile=80,320,64,32,32,16,16
tile=81,352,64,32,32,16,16
tile=82,384,64,32,32,16,16
tile=83,416,64,32,32,16,16
tile=84,448,64,32,32,16,16
tile=85,480,64,32,32,16,16
tile=86,512,64,32,32,16,16
tile=87,544,64,32,32,16,16
tile=88,576,64,32,32,16,16
tile=89,608,64,32,32,16,16
tile=90,640,64,32,32,16,16
tile=91,672,64,32,32,16,16
tile=92,704,64,32,32,16,16
tile=93,736,64,32,32,16,16
tile=94,768,64,32,32,16,16
tile=95,800,64,32,32,16,16
tile=96,832,64,32,32,16,16
tile=97,0,96,32,32,16,16
tile=98,32,96,32,32,16,16
tile=99,64,96,32,32,16,16
tile=100,96,96,32,32,16,16
tile=101,128,96,32,32,16,16
tile=102,160,96,32,32,16,16
tile=103,192,96,32,32,16,16
tile=104,224,96,32,32,16,16
tile=105,256,96,32,32,16,16
tile=106,288,96,32,32,16,16
tile=107,320,96,32,32,16,16
tile=108,352,96,32,32,16,16
tile=109,384,96,32,32,16,16
tile=110,416,96,32,32,16,16
tile=111,448,96,32,32,16,16
tile=112,480,96,32,32,16,16
tile=113,512,96,32,32,16,16
